center,left,right,steering,throttle,reverse,speed
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_01_785.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_01_785.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_01_785.jpg,0,1,0,30.18995
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_01_853.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_01_853.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_01_853.jpg,0,1,0,30.18995
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_01_920.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_01_920.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_01_920.jpg,0,1,0,30.18996
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_01_998.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_01_998.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_01_998.jpg,0,1,0,30.18997
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_066.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_066.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_066.jpg,0,1,0,30.18996
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_135.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_135.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_135.jpg,0,1,0,30.18998
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_204.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_204.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_204.jpg,0,1,0,30.18993
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_273.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_273.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_273.jpg,0,1,0,30.061
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_352.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_352.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_352.jpg,0,1,0,30.5424
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_425.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_425.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_425.jpg,-0.15,1,0,30.03665
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_493.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_493.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_493.jpg,-0.3,1,0,30.08957
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_562.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_562.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_562.jpg,0,1,0,30.06776
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_631.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_631.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_631.jpg,0,1,0,30.27124
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_700.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_700.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_700.jpg,0,1,0,30.17601
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_770.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_770.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_770.jpg,0,1,0,30.18966
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_838.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_838.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_838.jpg,0,1,0,30.19062
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_908.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_908.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_908.jpg,0,1,0,30.19068
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_02_977.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_02_977.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_02_977.jpg,0,1,0,30.19052
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_049.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_049.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_049.jpg,-0.1,1,0,30.18782
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_120.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_120.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_120.jpg,-0.25,1,0,30.17493
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_188.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_188.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_188.jpg,-0.45,1,0,30.15153
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_258.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_258.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_258.jpg,0,1,0,30.18654
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_327.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_327.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_327.jpg,0,1,0,30.18964
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_395.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_395.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_395.jpg,0,1,0,30.19011
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_466.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_466.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_466.jpg,0,1,0,30.19026
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_535.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_535.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_535.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_605.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_605.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_605.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_674.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_674.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_674.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_742.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_742.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_742.jpg,0,1,0,30.19032
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_814.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_814.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_814.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_885.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_885.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_885.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_03_955.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_03_955.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_03_955.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_034.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_034.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_034.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_105.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_105.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_105.jpg,-0.15,1,0,30.1842
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_175.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_175.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_175.jpg,-0.3,1,0,30.16917
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_242.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_242.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_242.jpg,0,1,0,30.18989
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_315.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_315.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_315.jpg,0,1,0,30.19009
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_395.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_395.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_395.jpg,0,1,0,30.19028
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_463.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_463.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_463.jpg,0,1,0,30.19028
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_531.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_531.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_531.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_609.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_609.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_609.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_688.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_688.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_688.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_767.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_767.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_767.jpg,0,1,0,30.19025
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_834.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_834.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_834.jpg,-0.1,1,0,30.18769
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_903.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_903.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_903.jpg,-0.3,1,0,30.16926
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_04_973.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_04_973.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_04_973.jpg,0,1,0,30.18116
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_048.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_048.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_048.jpg,0,1,0,30.18918
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_123.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_123.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_123.jpg,0,1,0,30.19008
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_197.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_197.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_197.jpg,0,1,0,30.19011
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_268.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_268.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_268.jpg,0,1,0,30.19016
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_343.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_343.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_343.jpg,0,1,0,30.19034
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_415.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_415.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_415.jpg,-0.05,1,0,30.18944
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_491.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_491.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_491.jpg,-0.25,1,0,30.17494
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_566.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_566.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_566.jpg,-0.45,1,0,30.1513
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_640.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_640.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_640.jpg,0,1,0,30.18579
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_720.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_720.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_720.jpg,0,1,0,30.18968
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_789.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_789.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_789.jpg,0,1,0,30.18999
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_866.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_866.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_866.jpg,0,1,0,30.19011
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_05_934.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_05_934.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_05_934.jpg,0,1,0,30.19081
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_001.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_001.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_001.jpg,-0.1,1,0,30.18808
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_069.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_069.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_069.jpg,-0.3,1,0,30.16863
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_146.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_146.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_146.jpg,-0.5000001,1,0,30.14544
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_224.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_224.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_224.jpg,-0.7,1,0,30.11996
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_298.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_298.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_298.jpg,-0.8500001,1,0,30.10278
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_367.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_367.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_367.jpg,0,1,0,30.17435
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_439.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_439.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_439.jpg,0,1,0,30.18247
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_509.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_509.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_509.jpg,0,1,0,30.18906
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_580.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_580.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_580.jpg,0,1,0,30.18953
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_653.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_653.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_653.jpg,0,1,0,30.18921
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_725.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_725.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_725.jpg,0,1,0,30.19023
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_796.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_796.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_796.jpg,0,1,0,30.1914
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_870.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_870.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_870.jpg,0,1,0,30.19032
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_06_941.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_06_941.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_06_941.jpg,0,1,0,30.19011
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_014.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_014.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_014.jpg,0,1,0,30.19138
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_087.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_087.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_087.jpg,-0.1,1,0,30.18818
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_158.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_158.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_158.jpg,-0.25,1,0,30.17496
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_233.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_233.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_233.jpg,-0.45,1,0,30.15091
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_308.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_308.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_308.jpg,0,1,0,30.18645
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_385.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_385.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_385.jpg,-0.15,1,0,30.1894
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_457.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_457.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_457.jpg,-0.3,1,0,30.17681
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_530.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_530.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_530.jpg,-0.5000001,1,0,30.15027
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_606.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_606.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_606.jpg,-0.7,1,0,30.12439
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_680.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_680.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_680.jpg,-0.8500001,1,0,30.10912
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_757.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_757.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_757.jpg,-1,1,0,30.09667
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_838.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_838.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_838.jpg,0,1,0,30.17662
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_916.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_916.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_916.jpg,0,1,0,30.17381
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_07_996.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_07_996.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_07_996.jpg,0,1,0,30.18553
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_066.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_066.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_066.jpg,0,1,0,30.19001
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_133.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_133.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_133.jpg,0,1,0,30.18987
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_214.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_214.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_214.jpg,0,1,0,30.19091
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_295.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_295.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_295.jpg,0,1,0,30.19159
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_377.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_377.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_377.jpg,0,1,0,30.19034
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_444.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_444.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_444.jpg,0,1,0,30.19016
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_521.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_521.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_521.jpg,0,1,0,30.19118
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_595.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_595.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_595.jpg,0,1,0,30.18917
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_674.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_674.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_674.jpg,0,1,0,30.19073
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_755.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_755.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_755.jpg,-0.1,1,0,30.18769
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_836.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_836.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_836.jpg,-0.3,1,0,30.16971
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_918.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_918.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_918.jpg,0,1,0,30.17986
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_08_998.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_08_998.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_08_998.jpg,0,1,0,30.18951
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_078.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_078.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_078.jpg,0,1,0,30.19039
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_160.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_160.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_160.jpg,-0.05,1,0,30.18903
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_236.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_236.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_236.jpg,-0.25,1,0,30.17662
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_317.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_317.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_317.jpg,-0.45,1,0,30.15223
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_400.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_400.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_400.jpg,-0.6500001,1,0,30.12736
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_482.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_482.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_482.jpg,0,1,0,30.18647
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_561.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_561.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_561.jpg,0,1,0,30.18978
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_639.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_639.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_639.jpg,0,1,0,30.1902
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_720.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_720.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_720.jpg,0,1,0,30.18938
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_794.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_794.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_794.jpg,0,1,0,30.19042
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_871.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_871.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_871.jpg,0,1,0,30.19035
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_09_947.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_09_947.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_09_947.jpg,-0.2,1,0,30.18028
E:\racing team\car task\data\IMG\center_2023_09_20_22_12_10_028.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_12_10_028.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_12_10_028.jpg,-0.4,1,0,30.15718
